forecast_as_of_month,forecast_date,outlet_code,outlet_name,menu_item_code,menu_item_name,super_category_name,category_name,forecast_qty,forecast_net_sales,model_name,confidence_band
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0040,Vietnamese Shakerato - Medium,Beverage,Cold Brew,0.7765,210.9,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0040,Vietnamese Shakerato - Medium,Beverage,Cold Brew,0.6452,175.24,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0040,Vietnamese Shakerato - Medium,Beverage,Cold Brew,0.6194,168.23,Synthetic 28-day seasonal baseline,High
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0041,Vietnamese Shakerato - Large,Beverage,Cold Brew,0.3794,112.25,Synthetic 28-day seasonal baseline,High
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0041,Vietnamese Shakerato - Large,Beverage,Cold Brew,0.3948,116.8,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0041,Vietnamese Shakerato - Large,Beverage,Cold Brew,0.3987,117.96,Synthetic 28-day seasonal baseline,High
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0041,Vietnamese Shakerato - Large,Beverage,Cold Brew,0.4568,135.14,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0041,Vietnamese Shakerato - Large,Beverage,Cold Brew,0.4522,133.78,Synthetic 28-day seasonal baseline,High
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0041,Vietnamese Shakerato - Large,Beverage,Cold Brew,0.3871,114.52,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0041,Vietnamese Shakerato - Large,Beverage,Cold Brew,0.3948,116.8,Synthetic 28-day seasonal baseline,High
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0042,Classic Cold Coffee - Regular,Beverage,Cold Coffee,2.2703,561.56,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0042,Classic Cold Coffee - Regular,Beverage,Cold Coffee,2.3148,572.57,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0042,Classic Cold Coffee - Regular,Beverage,Cold Coffee,2.2703,561.56,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0042,Classic Cold Coffee - Regular,Beverage,Cold Coffee,2.5477,630.17,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0042,Classic Cold Coffee - Regular,Beverage,Cold Coffee,2.5739,636.65,Synthetic 28-day seasonal baseline,High
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0042,Classic Cold Coffee - Regular,Beverage,Cold Coffee,2.1368,528.54,Synthetic 28-day seasonal baseline,High
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0042,Classic Cold Coffee - Regular,Beverage,Cold Coffee,2.1368,528.54,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0043,Classic Cold Coffee - Medium,Beverage,Cold Coffee,2.0465,575.68,Synthetic 28-day seasonal baseline,High
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0043,Classic Cold Coffee - Medium,Beverage,Cold Coffee,1.9874,559.06,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0043,Classic Cold Coffee - Medium,Beverage,Cold Coffee,1.9284,542.46,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0043,Classic Cold Coffee - Medium,Beverage,Cold Coffee,2.2987,646.62,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0043,Classic Cold Coffee - Medium,Beverage,Cold Coffee,2.2291,627.05,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0043,Classic Cold Coffee - Medium,Beverage,Cold Coffee,1.9677,553.51,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0043,Classic Cold Coffee - Medium,Beverage,Cold Coffee,1.889,531.38,Synthetic 28-day seasonal baseline,High
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0044,Classic Cold Coffee - Large,Beverage,Cold Coffee,0.929,292.87,Synthetic 28-day seasonal baseline,High
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0044,Classic Cold Coffee - Large,Beverage,Cold Coffee,0.9484,298.98,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0044,Classic Cold Coffee - Large,Beverage,Cold Coffee,0.9774,308.13,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0044,Classic Cold Coffee - Large,Beverage,Cold Coffee,1.0963,345.61,Synthetic 28-day seasonal baseline,High
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0044,Classic Cold Coffee - Large,Beverage,Cold Coffee,1.1191,352.8,Synthetic 28-day seasonal baseline,High
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0044,Classic Cold Coffee - Large,Beverage,Cold Coffee,1.0065,317.3,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0044,Classic Cold Coffee - Large,Beverage,Cold Coffee,0.9581,302.04,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0045,Mocha Cold Coffee - Regular,Beverage,Cold Coffee,1.9271,532.75,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0045,Mocha Cold Coffee - Regular,Beverage,Cold Coffee,1.9271,532.75,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0045,Mocha Cold Coffee - Regular,Beverage,Cold Coffee,1.8148,501.7,Synthetic 28-day seasonal baseline,High
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0045,Mocha Cold Coffee - Regular,Beverage,Cold Coffee,2.274,628.65,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0045,Mocha Cold Coffee - Regular,Beverage,Cold Coffee,2.2298,616.43,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0045,Mocha Cold Coffee - Regular,Beverage,Cold Coffee,1.9458,537.92,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0045,Mocha Cold Coffee - Regular,Beverage,Cold Coffee,1.8335,506.87,Synthetic 28-day seasonal baseline,High
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0046,Mocha Cold Coffee - Medium,Beverage,Cold Coffee,1.3684,424.75,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0046,Mocha Cold Coffee - Medium,Beverage,Cold Coffee,1.3142,407.93,Synthetic 28-day seasonal baseline,High
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0046,Mocha Cold Coffee - Medium,Beverage,Cold Coffee,1.3548,420.53,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0046,Mocha Cold Coffee - Medium,Beverage,Cold Coffee,1.5987,496.24,Synthetic 28-day seasonal baseline,High
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0046,Mocha Cold Coffee - Medium,Beverage,Cold Coffee,1.6147,501.2,Synthetic 28-day seasonal baseline,High
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0046,Mocha Cold Coffee - Medium,Beverage,Cold Coffee,1.3684,424.75,Synthetic 28-day seasonal baseline,High
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0046,Mocha Cold Coffee - Medium,Beverage,Cold Coffee,1.3955,433.16,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0047,Mocha Cold Coffee - Large,Beverage,Cold Coffee,0.8471,291.7,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0047,Mocha Cold Coffee - Large,Beverage,Cold Coffee,0.8052,277.27,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0047,Mocha Cold Coffee - Large,Beverage,Cold Coffee,0.8555,294.59,Synthetic 28-day seasonal baseline,High
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0047,Mocha Cold Coffee - Large,Beverage,Cold Coffee,0.9699,333.99,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0047,Mocha Cold Coffee - Large,Beverage,Cold Coffee,0.96,330.58,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0047,Mocha Cold Coffee - Large,Beverage,Cold Coffee,0.8303,285.91,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0047,Mocha Cold Coffee - Large,Beverage,Cold Coffee,0.8052,277.27,Synthetic 28-day seasonal baseline,High
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0048,Caramel Cold Coffee - Regular,Beverage,Cold Coffee,1.7387,480.66,Synthetic 28-day seasonal baseline,High
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0048,Caramel Cold Coffee - Regular,Beverage,Cold Coffee,1.7742,490.48,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0048,Caramel Cold Coffee - Regular,Beverage,Cold Coffee,1.721,475.77,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0048,Caramel Cold Coffee - Regular,Beverage,Cold Coffee,2.0098,555.61,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0048,Caramel Cold Coffee - Regular,Beverage,Cold Coffee,2.0935,578.75,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0048,Caramel Cold Coffee - Regular,Beverage,Cold Coffee,1.7387,480.66,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0048,Caramel Cold Coffee - Regular,Beverage,Cold Coffee,1.8452,510.11,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0049,Caramel Cold Coffee - Medium,Beverage,Cold Coffee,1.2329,382.69,Synthetic 28-day seasonal baseline,High
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0049,Caramel Cold Coffee - Medium,Beverage,Cold Coffee,1.3084,406.13,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0049,Caramel Cold Coffee - Medium,Beverage,Cold Coffee,1.2832,398.31,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0049,Caramel Cold Coffee - Medium,Beverage,Cold Coffee,1.5439,479.23,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0049,Caramel Cold Coffee - Medium,Beverage,Cold Coffee,1.44,446.98,Synthetic 28-day seasonal baseline,High
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0049,Caramel Cold Coffee - Medium,Beverage,Cold Coffee,1.2958,402.22,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0049,Caramel Cold Coffee - Medium,Beverage,Cold Coffee,1.2581,390.51,Synthetic 28-day seasonal baseline,High
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0050,Caramel Cold Coffee - Large,Beverage,Cold Coffee,0.6323,217.73,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0050,Caramel Cold Coffee - Large,Beverage,Cold Coffee,0.6452,222.17,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0050,Caramel Cold Coffee - Large,Beverage,Cold Coffee,0.6194,213.29,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0050,Caramel Cold Coffee - Large,Beverage,Cold Coffee,0.7613,262.15,Synthetic 28-day seasonal baseline,High
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0050,Caramel Cold Coffee - Large,Beverage,Cold Coffee,0.7689,264.77,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0050,Caramel Cold Coffee - Large,Beverage,Cold Coffee,0.6323,217.73,Synthetic 28-day seasonal baseline,High
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0050,Caramel Cold Coffee - Large,Beverage,Cold Coffee,0.6194,213.29,Synthetic 28-day seasonal baseline,High
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0051,Masala Chai Latte - Regular,Beverage,Tea,0.8981,169.88,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0051,Masala Chai Latte - Regular,Beverage,Tea,0.9448,178.71,Synthetic 28-day seasonal baseline,High
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0051,Masala Chai Latte - Regular,Beverage,Tea,0.9355,176.95,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0051,Masala Chai Latte - Regular,Beverage,Tea,1.137,215.06,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0051,Masala Chai Latte - Regular,Beverage,Tea,1.1039,208.8,Synthetic 28-day seasonal baseline,High
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0051,Masala Chai Latte - Regular,Beverage,Tea,0.9635,182.25,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0051,Masala Chai Latte - Regular,Beverage,Tea,0.8981,169.88,Synthetic 28-day seasonal baseline,High
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0052,Masala Chai Latte - Medium,Beverage,Tea,0.5429,115.85,Synthetic 28-day seasonal baseline,High
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0052,Masala Chai Latte - Medium,Beverage,Tea,0.5484,117.03,Synthetic 28-day seasonal baseline,High
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0052,Masala Chai Latte - Medium,Beverage,Tea,0.5429,115.85,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0052,Masala Chai Latte - Medium,Beverage,Tea,0.6342,135.34,Synthetic 28-day seasonal baseline,High
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0052,Masala Chai Latte - Medium,Beverage,Tea,0.6665,142.23,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0052,Masala Chai Latte - Medium,Beverage,Tea,0.5374,114.68,Synthetic 28-day seasonal baseline,High
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0052,Masala Chai Latte - Medium,Beverage,Tea,0.5539,118.2,Synthetic 28-day seasonal baseline,High
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0053,Masala Chai Latte - Large,Beverage,Tea,0.3871,91.99,Synthetic 28-day seasonal baseline,High
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0053,Masala Chai Latte - Large,Beverage,Tea,0.391,92.92,Synthetic 28-day seasonal baseline,High
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0053,Masala Chai Latte - Large,Beverage,Tea,0.3794,90.16,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0053,Masala Chai Latte - Large,Beverage,Tea,0.4568,108.56,Synthetic 28-day seasonal baseline,High
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0053,Masala Chai Latte - Large,Beverage,Tea,0.4431,105.3,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0053,Masala Chai Latte - Large,Beverage,Tea,0.4026,95.68,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0053,Masala Chai Latte - Large,Beverage,Tea,0.3716,88.31,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0054,Himalayan Green Tea,Beverage,Tea,0.6194,126.17,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0054,Himalayan Green Tea,Beverage,Tea,0.6323,128.8,Synthetic 28-day seasonal baseline,High
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0054,Himalayan Green Tea,Beverage,Tea,0.6194,126.17,Synthetic 28-day seasonal baseline,High
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0054,Himalayan Green Tea,Beverage,Tea,0.7537,153.53,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0054,Himalayan Green Tea,Beverage,Tea,0.7917,161.27,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0054,Himalayan Green Tea,Beverage,Tea,0.6258,127.48,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0054,Himalayan Green Tea,Beverage,Tea,0.6645,135.36,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0055,Japanese Matcha Latte - Regular,Beverage,Tea,0.7984,205.23,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0055,Japanese Matcha Latte - Regular,Beverage,Tea,0.8145,209.37,Synthetic 28-day seasonal baseline,High
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0055,Japanese Matcha Latte - Regular,Beverage,Tea,0.7903,203.15,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0055,Japanese Matcha Latte - Regular,Beverage,Tea,0.9802,251.96,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0055,Japanese Matcha Latte - Regular,Beverage,Tea,0.9421,242.17,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0055,Japanese Matcha Latte - Regular,Beverage,Tea,0.7903,203.15,Synthetic 28-day seasonal baseline,High
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0055,Japanese Matcha Latte - Regular,Beverage,Tea,0.7903,203.15,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0056,Japanese Matcha Latte - Medium,Beverage,Tea,0.4561,130.51,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0056,Japanese Matcha Latte - Medium,Beverage,Tea,0.4697,134.4,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0056,Japanese Matcha Latte - Medium,Beverage,Tea,0.4471,127.94,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0056,Japanese Matcha Latte - Medium,Beverage,Tea,0.5436,155.55,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0056,Japanese Matcha Latte - Medium,Beverage,Tea,0.5382,154.01,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0056,Japanese Matcha Latte - Medium,Beverage,Tea,0.4335,124.05,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0056,Japanese Matcha Latte - Medium,Beverage,Tea,0.4652,133.12,Synthetic 28-day seasonal baseline,High
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0057,Japanese Matcha Latte - Large,Beverage,Tea,0.5981,188.55,Synthetic 28-day seasonal baseline,High
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0057,Japanese Matcha Latte - Large,Beverage,Tea,0.569,179.38,Synthetic 28-day seasonal baseline,High
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0057,Japanese Matcha Latte - Large,Beverage,Tea,0.569,179.38,Synthetic 28-day seasonal baseline,High
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0057,Japanese Matcha Latte - Large,Beverage,Tea,0.6578,207.37,Synthetic 28-day seasonal baseline,High
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0057,Japanese Matcha Latte - Large,Beverage,Tea,0.7057,222.47,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0057,Japanese Matcha Latte - Large,Beverage,Tea,0.569,179.38,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0057,Japanese Matcha Latte - Large,Beverage,Tea,0.5981,188.55,Synthetic 28-day seasonal baseline,High
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0058,Lemon Iced Tea - Regular,Beverage,Iced Tea,0.8303,165.11,Synthetic 28-day seasonal baseline,High
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0058,Lemon Iced Tea - Regular,Beverage,Iced Tea,0.8639,171.79,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0058,Lemon Iced Tea - Regular,Beverage,Iced Tea,0.8471,168.45,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0058,Lemon Iced Tea - Regular,Beverage,Iced Tea,0.9699,192.86,Synthetic 28-day seasonal baseline,High
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0058,Lemon Iced Tea - Regular,Beverage,Iced Tea,1.0293,204.68,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0058,Lemon Iced Tea - Regular,Beverage,Iced Tea,0.8052,160.11,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0058,Lemon Iced Tea - Regular,Beverage,Iced Tea,0.8135,161.76,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0059,Lemon Iced Tea - Medium,Beverage,Iced Tea,1.0116,225.69,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0059,Lemon Iced Tea - Medium,Beverage,Iced Tea,1.0219,227.99,Synthetic 28-day seasonal baseline,High
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0059,Lemon Iced Tea - Medium,Beverage,Iced Tea,1.0323,230.31,Synthetic 28-day seasonal baseline,High
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0059,Lemon Iced Tea - Medium,Beverage,Iced Tea,1.2059,269.04,Synthetic 28-day seasonal baseline,High
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0059,Lemon Iced Tea - Medium,Beverage,Iced Tea,1.2181,271.76,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0059,Lemon Iced Tea - Medium,Beverage,Iced Tea,1.0013,223.39,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0059,Lemon Iced Tea - Medium,Beverage,Iced Tea,0.991,221.09,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,0.4742,117.29,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,0.4984,123.28,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,0.5032,124.47,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,0.571,141.24,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-05,OUT002,ABNAH Cafe Hauz Khas,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,0.5538,136.98,Synthetic 28-day seasonal baseline,High
month_03,2026-04-06,OUT002,ABNAH Cafe Hauz Khas,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,0.479,118.48,Synthetic 28-day seasonal baseline,High
month_03,2026-04-07,OUT002,ABNAH Cafe Hauz Khas,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,0.4645,114.89,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-01,OUT002,ABNAH Cafe Hauz Khas,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,1.0968,239.38,Synthetic 28-day seasonal baseline,Medium
month_03,2026-04-02,OUT002,ABNAH Cafe Hauz Khas,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,1.0639,232.2,Synthetic 28-day seasonal baseline,High
month_03,2026-04-03,OUT002,ABNAH Cafe Hauz Khas,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,1.1406,248.94,Synthetic 28-day seasonal baseline,High
month_03,2026-04-04,OUT002,ABNAH Cafe Hauz Khas,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,1.3071,285.27,Synthetic 28-day seasonal baseline,Medium
