source_period_code,source_outlet_code,source_outlet_name,source_period_start,source_period_end,deployment_name,store_kitchen_name,user_name,opening_date,transaction_number,item_code,item_name,category_name,super_category_name,comment,opening_qty,unit,unit_price,opening_subtotal,source
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING024,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,,71.0178,litre,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING025,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,,163.0637,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING026,ING026,Banana,Produce,Raw Material,,178.8295,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING027,ING027,Butter,Dairy,Raw Material,,45.7525,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING028,ING028,Lettuce,Produce,Raw Material,,41.6662,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING029,ING029,Onion,Produce,Raw Material,,42.5589,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING030,ING030,Capsicum,Produce,Raw Material,,207.768,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING031,ING031,Tomato,Produce,Raw Material,,39.2299,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING032,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,,16.1269,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING033,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,,64.9287,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING034,ING034,Salsa,Syrups & Sauces,Raw Material,,40.2067,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING035,ING035,Aioli,Syrups & Sauces,Raw Material,,16.9309,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING036,ING036,Cold Cup,Packaging,Consumable,,8254.1608,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING037,ING037,Hot Cup,Packaging,Consumable,,7786.7602,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING038,ING038,Lid,Packaging,Consumable,,4554.7035,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING039,ING039,Straw,Packaging,Consumable,,23.8726,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING040,ING040,Napkin,Packaging,Consumable,,3787.8095,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING041,ING041,Dessert Box,Packaging,Consumable,,614.7828,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING042,ING042,Sandwich Box,Packaging,Consumable,,2073.77,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING043,ING043,Wrap Packaging,Packaging,Consumable,,2214.545,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING001,ING001,Coffee Beans,Coffee Inputs,Raw Material,,1.3151,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING002,ING002,Milk,Dairy,Raw Material,,11.6812,litre,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING003,ING003,Oat Milk,Dairy Alternative,Raw Material,,13.0396,litre,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING004,ING004,Cream,Dairy,Raw Material,,113.0626,litre,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING005,ING005,Paneer,Dairy,Raw Material,,141.0207,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING006,ING006,Cheese,Dairy,Raw Material,,163.0699,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING007,ING007,Chicken,Protein,Raw Material,,166.856,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING008,ING008,Egg,Protein,Raw Material,,1294.176,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING009,ING009,Bread,Bakery,Raw Material,,1200.9345,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING010,ING010,Bagel,Bakery,Raw Material,,299.937,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING011,ING011,Tortilla,Bakery,Raw Material,,694.896,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING012,ING012,Croissant Base,Bakery,Raw Material,,479.5623,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING013,ING013,Brownie Base,Dessert Inputs,Raw Material,,342.058,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING014,ING014,Cake Base,Dessert Inputs,Raw Material,,302.3668,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING015,ING015,Cheesecake Base,Dessert Inputs,Raw Material,,393.758,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING016,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,,133.4469,litre,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING017,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,,54.5311,litre,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING018,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,,123.2433,litre,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING019,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,,57.0967,litre,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING020,ING020,Tea Leaves,Tea Inputs,Raw Material,,95.8115,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING021,ING021,Matcha Powder,Tea Inputs,Raw Material,,6.016,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING022,ING022,Ice,Beverage Inputs,Raw Material,,946.8534,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING023,ING023,Lemon,Produce,Raw Material,,47.4697,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING024,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,,37.6837,litre,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING025,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,,12.908,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING026,ING026,Banana,Produce,Raw Material,,246.0379,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING027,ING027,Butter,Dairy,Raw Material,,152.5439,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING028,ING028,Lettuce,Produce,Raw Material,,28.8009,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING029,ING029,Onion,Produce,Raw Material,,122.4831,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING030,ING030,Capsicum,Produce,Raw Material,,24.2123,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING031,ING031,Tomato,Produce,Raw Material,,150.9243,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING032,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,,117.4977,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING033,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,,60.3548,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING034,ING034,Salsa,Syrups & Sauces,Raw Material,,47.0553,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING035,ING035,Aioli,Syrups & Sauces,Raw Material,,66.3155,kg,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING036,ING036,Cold Cup,Packaging,Consumable,,4666.705,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING037,ING037,Hot Cup,Packaging,Consumable,,4171.0682,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING038,ING038,Lid,Packaging,Consumable,,4951.2606,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING039,ING039,Straw,Packaging,Consumable,,3102.691,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING040,ING040,Napkin,Packaging,Consumable,,8949.3885,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING041,ING041,Dessert Box,Packaging,Consumable,,812.4979,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING042,ING042,Sandwich Box,Packaging,Consumable,,2455.5718,pcs,0,0,
month_03,OUT003,ABNAH Cafe Saket Premium,2026-03-01,2026-03-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING043,ING043,Wrap Packaging,Packaging,Consumable,,1244.438,pcs,0,0,
